,u,i,ts,label,idx
6707,5,1147,5362230.0,0.0,6708
6708,2,1502,5362492.0,0.0,6709
6709,40,1295,5362754.0,0.0,6710
6710,69,1406,5363827.0,0.0,6711
6711,19,1188,5364127.0,0.0,6712
6712,2,1106,5365092.0,0.0,6713
6713,69,1385,5373073.0,0.0,6714
6714,2,1106,5374894.0,0.0,6715
6715,18,1409,5376531.0,0.0,6716
6716,2,1502,5377078.0,0.0,6717
6717,18,1193,5377507.0,0.0,6718
6718,2,1050,5378538.0,0.0,6719
6719,18,1139,5379860.0,0.0,6720
6720,18,1147,5380393.0,0.0,6721
6721,75,1546,5381741.0,0.0,6722
6722,69,1374,5381890.0,0.0,6723
6723,18,1519,5382013.0,0.0,6724
6724,75,1546,5382673.0,0.0,6725
6725,69,1258,5382675.0,0.0,6726
6726,75,1525,5384156.0,0.0,6727
6727,18,1409,5384910.0,0.0,6728
6728,75,1332,5385151.0,0.0,6729
6729,18,1193,5385886.0,0.0,6730
6730,18,1139,5388229.0,0.0,6731
6731,18,1147,5388773.0,0.0,6732
6732,23,991,5389374.0,0.0,6733
6733,18,1519,5390381.0,0.0,6734
6734,75,1556,5390393.0,0.0,6735
6735,23,1247,5390408.0,0.0,6736
6736,23,991,5391090.0,0.0,6737
6737,21,1269,5391964.0,0.0,6738
6738,75,1148,5392700.0,0.0,6739
6739,75,1525,5393030.0,0.0,6740
6740,18,1409,5393288.0,0.0,6741
6741,75,1546,5393351.0,0.0,6742
6742,18,1193,5394253.0,0.0,6743
6743,74,1180,5395259.0,0.0,6744
6744,8,1511,5396031.0,0.0,6745
6745,8,1528,5396550.0,0.0,6746
6746,18,1139,5396635.0,0.0,6747
6747,18,1147,5397161.0,0.0,6748
6748,23,1145,5397516.0,0.0,6749
6749,8,1315,5397856.0,0.0,6750
6750,68,1024,5397918.0,0.0,6751
6751,38,1273,5398049.0,0.0,6752
6752,23,1249,5398150.0,0.0,6753
6753,8,1008,5398229.0,0.0,6754
6754,8,1451,5398496.0,0.0,6755
6755,18,1519,5398828.0,0.0,6756
6756,23,1310,5398897.0,0.0,6757
6757,23,1089,5399370.0,0.0,6758
6758,23,1235,5399779.0,0.0,6759
6759,23,1184,5399989.0,0.0,6760
6760,68,1267,5400031.0,0.0,6761
6761,58,1338,5401114.0,0.0,6762
6762,18,1409,5401832.0,0.0,6763
6763,8,1522,5402228.0,0.0,6764
6764,8,1369,5402483.0,0.0,6765
6765,8,1415,5402718.0,0.0,6766
6766,18,1193,5402838.0,0.0,6767
6767,23,1033,5404744.0,0.0,6768
6768,18,1139,5405196.0,0.0,6769
6769,75,1546,5405206.0,0.0,6770
6770,75,1368,5405598.0,0.0,6771
6771,18,1147,5405730.0,0.0,6772
6772,19,1031,5405743.0,0.0,6773
6773,6,1255,5406156.0,0.0,6774
6774,75,1511,5406283.0,0.0,6775
6775,19,991,5406334.0,0.0,6776
6776,19,1061,5406543.0,0.0,6777
6777,19,1118,5406776.0,0.0,6778
6778,23,1033,5407015.0,0.0,6779
6779,20,1050,5407031.0,0.0,6780
6780,5,1051,5407247.0,0.0,6781
6781,18,1519,5407350.0,0.0,6782
6782,20,1358,5407515.0,0.0,6783
6783,19,1218,5408146.0,0.0,6784
6784,2,1050,5408777.0,0.0,6785
6785,19,1049,5408935.0,0.0,6786
6786,19,1381,5409196.0,0.0,6787
6787,5,1011,5409525.0,0.0,6788
6788,23,1087,5410046.0,0.0,6789
6789,41,1557,5410091.0,0.0,6790
6790,18,1409,5410248.0,0.0,6791
6791,19,1414,5410396.0,0.0,6792
6792,19,1266,5411192.0,0.0,6793
6793,18,1193,5411224.0,0.0,6794
6794,19,1394,5411493.0,0.0,6795
6795,19,1188,5411768.0,0.0,6796
6796,18,1139,5413579.0,0.0,6797
6797,21,1112,5413701.0,0.0,6798
6798,18,1147,5414112.0,0.0,6799
6799,18,1519,5415733.0,0.0,6800
6800,19,1049,5416221.0,0.0,6801
6801,5,1463,5416658.0,0.0,6802
6802,68,1558,5417154.0,0.0,6803
6803,19,991,5417861.0,0.0,6804
6804,19,1368,5418070.0,0.0,6805
6805,5,1394,5418729.0,0.0,6806
6806,23,1189,5419180.0,0.0,6807
6807,23,1191,5419581.0,0.0,6808
6808,2,1050,5420266.0,0.0,6809
6809,52,991,5420379.0,0.0,6810
6810,41,1514,5422957.0,0.0,6811
6811,41,1548,5423168.0,0.0,6812
6812,2,1050,5423909.0,0.0,6813
6813,19,1031,5424040.0,0.0,6814
6814,52,1394,5424213.0,0.0,6815
6815,8,1559,5424546.0,0.0,6816
6816,19,1044,5424892.0,0.0,6817
6817,52,1118,5425660.0,0.0,6818
6818,52,991,5425882.0,0.0,6819
6819,19,1243,5425925.0,0.0,6820
6820,19,1136,5426389.0,0.0,6821
6821,19,1265,5426674.0,0.0,6822
6822,52,1061,5426684.0,0.0,6823
6823,72,1523,5427139.0,0.0,6824
6824,59,1545,5427277.0,0.0,6825
6825,19,1266,5427666.0,0.0,6826
6826,2,1050,5427731.0,0.0,6827
6827,2,1345,5427972.0,0.0,6828
6828,34,1243,5428069.0,0.0,6829
6829,2,1054,5428209.0,0.0,6830
6830,19,1188,5428225.0,0.0,6831
6831,52,1247,5428380.0,0.0,6832
6832,59,1548,5428989.0,0.0,6833
6833,54,1560,5430144.0,0.0,6834
6834,19,1118,5431011.0,0.0,6835
6835,19,1218,5431241.0,0.0,6836
6836,19,1061,5432252.0,0.0,6837
6837,54,1527,5432688.0,0.0,6838
6838,19,1381,5432733.0,0.0,6839
6839,19,1247,5433376.0,0.0,6840
6840,74,1295,5433400.0,0.0,6841
6841,19,1245,5434023.0,0.0,6842
6842,19,1414,5434364.0,0.0,6843
6843,74,1217,5434584.0,0.0,6844
6844,74,1486,5435057.0,0.0,6845
6845,72,1225,5435131.0,0.0,6846
6846,72,1098,5435408.0,0.0,6847
6847,72,1152,5435726.0,0.0,6848
6848,19,1394,5436379.0,0.0,6849
6849,26,1205,5437295.0,0.0,6850
6850,26,1205,5437480.0,0.0,6851
6851,26,1205,5437665.0,0.0,6852
6852,54,1107,5437755.0,0.0,6853
6853,26,1205,5437850.0,0.0,6854
6854,26,1205,5438035.0,0.0,6855
6855,26,1205,5438220.0,0.0,6856
6856,8,1213,5438336.0,0.0,6857
6857,26,1205,5438405.0,0.0,6858
6858,63,1031,5438751.0,0.0,6859
6859,26,1205,5438845.0,0.0,6860
6860,63,1049,5439017.0,0.0,6861
6861,8,1215,5439172.0,0.0,6862
6862,73,1134,5439206.0,0.0,6863
6863,26,1205,5439236.0,0.0,6864
6864,63,1265,5439263.0,0.0,6865
6865,8,1097,5439439.0,0.0,6866
6866,63,1218,5439511.0,0.0,6867
6867,26,1205,5439628.0,0.0,6868
6868,63,1044,5439792.0,0.0,6869
6869,26,1205,5440019.0,0.0,6870
6870,63,1266,5440091.0,0.0,6871
6871,63,1245,5440358.0,0.0,6872
6872,26,1205,5440410.0,0.0,6873
6873,63,1188,5440604.0,0.0,6874
6874,26,1205,5440802.0,0.0,6875
6875,63,1381,5440885.0,0.0,6876
6876,69,1438,5440895.0,0.0,6877
6877,33,1025,5441080.0,0.0,6878
6878,26,1205,5441193.0,0.0,6879
6879,69,1551,5441488.0,0.0,6880
6880,63,1266,5442734.0,0.0,6881
6881,69,1551,5442799.0,0.0,6882
6882,5,991,5442884.0,0.0,6883
6883,54,1426,5442961.0,0.0,6884
6884,63,1245,5443002.0,0.0,6885
6885,30,1096,5443092.0,0.0,6886
6886,63,1188,5443249.0,0.0,6887
6887,30,1057,5443352.0,0.0,6888
6888,5,1159,5443454.0,0.0,6889
6889,30,1096,5443482.0,0.0,6890
6890,63,1381,5443530.0,0.0,6891
6891,30,1254,5443693.0,0.0,6892
6892,30,1096,5443783.0,0.0,6893
6893,54,1525,5443784.0,0.0,6894
6894,5,1427,5444714.0,0.0,6895
6895,18,1409,5445156.0,0.0,6896
6896,63,1104,5445424.0,0.0,6897
6897,18,1147,5445610.0,0.0,6898
6898,5,1033,5445945.0,0.0,6899
6899,18,1336,5446750.0,0.0,6900
6900,18,1090,5447394.0,0.0,6901
6901,3,1559,5447450.0,0.0,6902
6902,18,1051,5447746.0,0.0,6903
6903,3,1559,5447789.0,0.0,6904
6904,18,1131,5448039.0,0.0,6905
6905,18,1336,5448280.0,0.0,6906
6906,18,1257,5448512.0,0.0,6907
6907,18,1154,5448713.0,0.0,6908
6908,40,1214,5448888.0,0.0,6909
6909,18,1034,5448914.0,0.0,6910
6910,18,1238,5449136.0,0.0,6911
6911,32,1008,5450381.0,0.0,6912
6912,32,1009,5450605.0,0.0,6913
6913,33,1542,5450718.0,0.0,6914
6914,33,1324,5450950.0,0.0,6915
6915,32,1412,5451364.0,0.0,6916
6916,32,1411,5451601.0,0.0,6917
6917,32,1071,5452338.0,0.0,6918
6918,5,1169,5452383.0,0.0,6919
6919,33,1130,5454894.0,0.0,6920
6920,5,1040,5456797.0,0.0,6921
6921,52,1247,5457423.0,0.0,6922
6922,52,1118,5457835.0,0.0,6923
6923,2,1392,5457925.0,0.0,6924
6924,33,1208,5459789.0,0.0,6925
6925,33,1322,5460660.0,0.0,6926
6926,24,1291,5460684.0,0.0,6927
6927,18,1147,5462428.0,0.0,6928
6928,18,1409,5462941.0,0.0,6929
6929,24,1099,5463415.0,0.0,6930
6930,33,1136,5465668.0,0.0,6931
6931,1,1136,5467264.0,0.0,6932
6932,1,1031,5467534.0,0.0,6933
6933,1,1265,5469782.0,0.0,6934
6934,1,1218,5470026.0,0.0,6935
6935,1,1044,5470303.0,0.0,6936
6936,1,1266,5470596.0,0.0,6937
6937,1,1028,5470975.0,0.0,6938
6938,1,1430,5471271.0,0.0,6939
6939,10,1413,5472635.0,0.0,6940
6940,46,1212,5472891.0,0.0,6941
6941,18,1147,5474835.0,0.0,6942
6942,23,1561,5475062.0,0.0,6943
6943,10,1045,5475250.0,0.0,6944
6944,18,1409,5475342.0,0.0,6945
6945,23,1561,5475623.0,0.0,6946
6946,69,1322,5476806.0,0.0,6947
6947,43,1224,5476854.0,0.0,6948
6948,69,1255,5477078.0,0.0,6949
6949,69,1324,5477338.0,0.0,6950
6950,69,1095,5477649.0,0.0,6951
6951,43,1282,5477709.0,0.0,6952
6952,69,1003,5477961.0,0.0,6953
6953,43,1136,5478116.0,0.0,6954
6954,69,1323,5478553.0,0.0,6955
6955,69,1186,5478828.0,0.0,6956
6956,30,1096,5478914.0,0.0,6957
6957,69,1363,5479417.0,0.0,6958
6958,30,1096,5479685.0,0.0,6959
6959,69,1146,5479740.0,0.0,6960
6960,24,1291,5480708.0,0.0,6961
6961,74,1523,5481384.0,0.0,6962
6962,43,1288,5481412.0,0.0,6963
6963,43,1407,5481805.0,0.0,6964
6964,69,1481,5482726.0,0.0,6965
6965,10,1328,5482831.0,0.0,6966
6966,63,1009,5483196.0,0.0,6967
6967,69,1219,5483309.0,0.0,6968
6968,10,1082,5483320.0,0.0,6969
6969,63,1010,5483582.0,0.0,6970
6970,63,1411,5483751.0,0.0,6971
6971,69,1178,5483934.0,0.0,6972
6972,63,1071,5483967.0,0.0,6973
6973,63,1412,5484365.0,0.0,6974
6974,8,1514,5484477.0,0.0,6975
6975,6,993,5484506.0,0.0,6976
6976,23,1561,5484951.0,0.0,6977
6977,10,1533,5485063.0,0.0,6978
6978,23,1561,5485081.0,0.0,6979
6979,63,1006,5485246.0,0.0,6980
6980,74,1523,5485349.0,0.0,6981
6981,10,1183,5485725.0,0.0,6982
6982,69,1361,5486045.0,0.0,6983
6983,8,1217,5486235.0,0.0,6984
6984,10,1496,5486359.0,0.0,6985
6985,74,1098,5488264.0,0.0,6986
6986,74,1225,5488937.0,0.0,6987
6987,74,1152,5489265.0,0.0,6988
6988,10,1554,5489302.0,0.0,6989
6989,68,1454,5489664.0,0.0,6990
6990,74,1343,5489867.0,0.0,6991
6991,74,1043,5490231.0,0.0,6992
6992,74,1226,5490585.0,0.0,6993
6993,41,1482,5491273.0,0.0,6994
6994,5,1061,5494037.0,0.0,6995
6995,76,1420,5494404.0,0.0,6996
6996,69,1261,5494518.0,0.0,6997
6997,12,1532,5495590.0,0.0,6998
6998,2,1392,5496295.0,0.0,6999
6999,55,1398,5496620.0,0.0,7000
7000,10,982,5497315.0,0.0,7001
7001,64,1314,5499781.0,0.0,7002
7002,53,1444,5500428.0,0.0,7003
7003,74,1523,5501230.0,0.0,7004
7004,2,1397,5502285.0,0.0,7005
7005,2,1114,5502774.0,0.0,7006
7006,53,1064,5503534.0,0.0,7007
7007,2,1114,5503545.0,0.0,7008
7008,53,1026,5503949.0,0.0,7009
7009,74,1098,5504143.0,0.0,7010
7010,2,1200,5504196.0,0.0,7011
7011,2,1562,5504506.0,0.0,7012
7012,41,1514,5504651.0,0.0,7013
7013,77,1019,5504789.0,0.0,7014
7014,74,1225,5504817.0,0.0,7015
7015,41,1548,5504862.0,0.0,7016
7016,5,1328,5505144.0,0.0,7017
7017,74,1152,5505145.0,0.0,7018
7018,68,1433,5505280.0,0.0,7019
7019,53,1131,5505704.0,0.0,7020
7020,74,1343,5505747.0,0.0,7021
7021,68,1072,5505860.0,0.0,7022
7022,74,1043,5506110.0,0.0,7023
7023,74,1226,5506465.0,0.0,7024
7024,5,993,5506554.0,0.0,7025
7025,18,1409,5508266.0,0.0,7026
7026,8,1189,5508806.0,0.0,7027
7027,8,1194,5509044.0,0.0,7028
7028,77,1026,5509841.0,0.0,7029
7029,30,1096,5510238.0,0.0,7030
7030,71,1123,5510318.0,0.0,7031
7031,54,1221,5510358.0,0.0,7032
7032,54,1525,5510608.0,0.0,7033
7033,30,1096,5510679.0,0.0,7034
7034,71,1142,5510768.0,0.0,7035
7035,30,1096,5511120.0,0.0,7036
7036,41,1325,5511414.0,0.0,7037
7037,54,1426,5511455.0,0.0,7038
7038,18,1379,5511539.0,0.0,7039
7039,30,1096,5511570.0,0.0,7040
7040,41,1514,5511575.0,0.0,7041
7041,21,1533,5511972.0,0.0,7042
7042,52,1247,5512497.0,0.0,7043
7043,5,1174,5512538.0,0.0,7044
7044,19,1243,5512865.0,0.0,7045
7045,8,1502,5512881.0,0.0,7046
7046,71,1108,5513071.0,0.0,7047
7047,21,1241,5513509.0,0.0,7048
7048,52,1061,5513907.0,0.0,7049
7049,21,1242,5513919.0,0.0,7050
7050,19,1218,5514223.0,0.0,7051
7051,24,1099,5514267.0,0.0,7052
7052,52,1394,5514359.0,0.0,7053
7053,19,1188,5514493.0,0.0,7054
7054,24,1106,5515286.0,0.0,7055
7055,27,1124,5516772.0,0.0,7056
7056,19,1136,5517040.0,0.0,7057
7057,19,1368,5517325.0,0.0,7058
7058,68,1441,5517635.0,0.0,7059
7059,19,1247,5517646.0,0.0,7060
7060,19,1414,5517901.0,0.0,7061
7061,52,1247,5518241.0,0.0,7062
7062,19,1265,5518364.0,0.0,7063
7063,52,991,5518482.0,0.0,7064
7064,3,1559,5518846.0,0.0,7065
7065,5,1241,5518964.0,0.0,7066
7066,73,1335,5519630.0,0.0,7067
7067,19,1118,5519834.0,0.0,7068
7068,52,1394,5519840.0,0.0,7069
7069,27,1124,5519923.0,0.0,7070
7070,73,995,5520071.0,0.0,7071
7071,27,1025,5520262.0,0.0,7072
7072,27,1123,5520499.0,0.0,7073
7073,19,1049,5520506.0,0.0,7074
7074,23,1189,5520738.0,0.0,7075
7075,27,1119,5520750.0,0.0,7076
7076,19,1044,5520769.0,0.0,7077
7077,27,1109,5521010.0,0.0,7078
7078,27,1124,5521310.0,0.0,7079
7079,52,1118,5521568.0,0.0,7080
7080,19,991,5522660.0,0.0,7081
7081,23,1191,5522941.0,0.0,7082
7082,19,1031,5523161.0,0.0,7083
7083,19,1245,5523428.0,0.0,7084
7084,52,991,5523648.0,0.0,7085
7085,19,1061,5523663.0,0.0,7086
7086,73,1104,5523927.0,0.0,7087
7087,63,1199,5524249.0,0.0,7088
7088,19,1381,5525208.0,0.0,7089
7089,19,1266,5525954.0,0.0,7090
7090,18,1479,5526054.0,0.0,7091
7091,41,1325,5526343.0,0.0,7092
7092,18,1409,5526367.0,0.0,7093
7093,52,1247,5527006.0,0.0,7094
7094,69,1374,5527232.0,0.0,7095
7095,2,1502,5527328.0,0.0,7096
7096,5,1067,5527535.0,0.0,7097
7097,52,1247,5527879.0,0.0,7098
7098,69,1258,5527977.0,0.0,7099
7099,52,1061,5528332.0,0.0,7100
7100,5,1403,5529180.0,0.0,7101
7101,41,1325,5529345.0,0.0,7102
7102,5,1282,5530138.0,0.0,7103
7103,41,1514,5530747.0,0.0,7104
7104,41,1548,5530968.0,0.0,7105
7105,5,1197,5532696.0,0.0,7106
7106,30,1115,5532790.0,0.0,7107
7107,1,1255,5537631.0,0.0,7108
7108,1,1095,5537895.0,0.0,7109
7109,41,1346,5538108.0,0.0,7110
7110,1,1003,5538199.0,0.0,7111
7111,1,1120,5538427.0,0.0,7112
7112,1,1121,5538640.0,0.0,7113
7113,1,1000,5538945.0,0.0,7114
7114,52,1118,5539047.0,0.0,7115
7115,1,1406,5539210.0,0.0,7116
7116,5,1217,5539648.0,0.0,7117
7117,33,1007,5539912.0,0.0,7118
7118,69,1551,5539981.0,0.0,7119
7119,33,1431,5540122.0,0.0,7120
7120,52,1061,5540165.0,0.0,7121
7121,33,1042,5540369.0,0.0,7122
7122,52,1394,5542137.0,0.0,7123
7123,15,1033,5542382.0,0.0,7124
7124,52,1247,5542398.0,0.0,7125
7125,15,1044,5542856.0,0.0,7126
7126,52,991,5544516.0,0.0,7127
7127,33,1125,5545293.0,0.0,7128
7128,69,1385,5545318.0,0.0,7129
7129,33,1186,5546150.0,0.0,7130
7130,33,1300,5546728.0,0.0,7131
7131,53,1192,5548989.0,0.0,7132
7132,39,1192,5550517.0,0.0,7133
7133,39,1279,5550865.0,0.0,7134
7134,18,1060,5553034.0,0.0,7135
7135,69,1406,5553654.0,0.0,7136
7136,53,1525,5554462.0,0.0,7137
7137,73,1104,5557443.0,0.0,7138
7138,18,1516,5557753.0,0.0,7139
7139,53,1434,5558788.0,0.0,7140
7140,18,1139,5559373.0,0.0,7141
7141,30,1115,5561578.0,0.0,7142
7142,18,1409,5561987.0,0.0,7143
7143,53,1475,5563244.0,0.0,7144
7144,5,1159,5563540.0,0.0,7145
7145,69,1258,5564972.0,0.0,7146
7146,18,1038,5566244.0,0.0,7147
7147,6,1393,5566949.0,0.0,7148
7148,41,1548,5567646.0,0.0,7149
7149,78,1446,5569022.0,0.0,7150
7150,69,1551,5569141.0,0.0,7151
7151,23,1033,5569683.0,0.0,7152
7152,5,1293,5570033.0,0.0,7153
7153,6,1299,5571473.0,0.0,7154
7154,18,1060,5572902.0,0.0,7155
7155,69,1406,5572950.0,0.0,7156
7156,10,1002,5573335.0,0.0,7157
7157,12,1513,5573975.0,0.0,7158
7158,18,1038,5574019.0,0.0,7159
7159,5,1031,5575652.0,0.0,7160
7160,39,1414,5576729.0,0.0,7161
7161,10,1021,5577490.0,0.0,7162
7162,49,1005,5578575.0,0.0,7163
7163,49,1227,5579166.0,0.0,7164
7164,55,1294,5580093.0,0.0,7165
7165,10,996,5580172.0,0.0,7166
7166,10,1234,5581062.0,0.0,7167
7167,10,1056,5581859.0,0.0,7168
7168,12,1235,5583618.0,0.0,7169
7169,12,1249,5583839.0,0.0,7170
7170,10,1172,5583912.0,0.0,7171
7171,12,1310,5584310.0,0.0,7172
7172,43,1282,5584375.0,0.0,7173
7173,10,1433,5586720.0,0.0,7174
7174,10,1147,5589903.0,0.0,7175
7175,65,1508,5589917.0,0.0,7176
7176,41,1559,5590212.0,0.0,7177
7177,73,1434,5590514.0,0.0,7178
7178,10,1313,5590873.0,0.0,7179
7179,65,1170,5591468.0,0.0,7180
7180,69,1406,5591584.0,0.0,7181
7181,39,1414,5591722.0,0.0,7182
7182,69,1551,5592521.0,0.0,7183
7183,15,1160,5593207.0,0.0,7184
7184,18,1193,5594551.0,0.0,7185
7185,21,1200,5594841.0,0.0,7186
7186,18,1519,5595104.0,0.0,7187
7187,55,1390,5595284.0,0.0,7188
7188,43,1388,5595372.0,0.0,7189
7189,21,1209,5595500.0,0.0,7190
7190,43,1229,5595524.0,0.0,7191
7191,43,1070,5595858.0,0.0,7192
7192,43,1491,5596149.0,0.0,7193
7193,43,1380,5596601.0,0.0,7194
7194,43,1201,5596812.0,0.0,7195
7195,21,1563,5596864.0,0.0,7196
7196,43,1315,5597023.0,0.0,7197
7197,18,1060,5598412.0,0.0,7198
7198,69,1374,5598422.0,0.0,7199
7199,54,1050,5598553.0,0.0,7200
7200,21,1208,5599386.0,0.0,7201
7201,21,1213,5599721.0,0.0,7202
7202,21,1215,5600048.0,0.0,7203
7203,8,1256,5600438.0,0.0,7204
7204,49,1329,5600545.0,0.0,7205
7205,21,1097,5600788.0,0.0,7206
7206,21,1212,5601071.0,0.0,7207
7207,21,1012,5601352.0,0.0,7208
7208,21,1211,5601543.0,0.0,7209
7209,21,1210,5601718.0,0.0,7210
7210,21,1202,5601977.0,0.0,7211
7211,21,1127,5602234.0,0.0,7212
7212,21,1042,5602480.0,0.0,7213
7213,21,1216,5602773.0,0.0,7214
7214,73,1023,5604041.0,0.0,7215
7215,73,1026,5604270.0,0.0,7216
7216,73,1016,5604507.0,0.0,7217
7217,73,1017,5604751.0,0.0,7218
7218,30,1115,5607623.0,0.0,7219
7219,73,1020,5607690.0,0.0,7220
7220,73,1104,5609242.0,0.0,7221
7221,30,1115,5609486.0,0.0,7222
7222,39,1414,5609973.0,0.0,7223
7223,23,1193,5610031.0,0.0,7224
7224,63,1006,5617020.0,0.0,7225
7225,18,1060,5618509.0,0.0,7226
7226,63,1284,5619918.0,0.0,7227
7227,63,1117,5620152.0,0.0,7228
7228,69,1385,5620566.0,0.0,7229
7229,63,1408,5621016.0,0.0,7230
7230,54,1050,5621351.0,0.0,7231
7231,63,1006,5621912.0,0.0,7232
7232,3,1559,5622944.0,0.0,7233
7233,18,1516,5623595.0,0.0,7234
7234,3,1546,5624593.0,0.0,7235
7235,5,1169,5624671.0,0.0,7236
7236,33,1135,5624997.0,0.0,7237
7237,18,1139,5625212.0,0.0,7238
7238,63,1047,5625293.0,0.0,7239
7239,5,1033,5625640.0,0.0,7240
7240,52,1394,5626641.0,0.0,7241
7241,5,1011,5627128.0,0.0,7242
7242,18,1409,5627501.0,0.0,7243
7243,33,1098,5628359.0,0.0,7244
7244,5,1051,5629276.0,0.0,7245
7245,18,1038,5633200.0,0.0,7246
7246,5,1328,5635037.0,0.0,7247
7247,4,1193,5635946.0,0.0,7248
7248,4,1140,5638063.0,0.0,7249
7249,69,1397,5640334.0,0.0,7250
7250,69,1458,5640707.0,0.0,7251
7251,69,1232,5641027.0,0.0,7252
7252,69,1299,5641287.0,0.0,7253
7253,69,1281,5641557.0,0.0,7254
7254,69,1562,5641808.0,0.0,7255
7255,65,1508,5641887.0,0.0,7256
7256,69,992,5642862.0,0.0,7257
7257,65,1170,5643439.0,0.0,7258
7258,18,1379,5643484.0,0.0,7259
7259,53,1076,5643510.0,0.0,7260
7260,18,1147,5644725.0,0.0,7261
7261,53,1035,5646838.0,0.0,7262
7262,53,1441,5647092.0,0.0,7263
7263,28,1140,5647831.0,0.0,7264
7264,46,1023,5648124.0,0.0,7265
7265,18,1190,5648355.0,0.0,7266
7266,46,1564,5650537.0,0.0,7267
7267,39,1237,5651200.0,0.0,7268
7268,8,1005,5651345.0,0.0,7269
7269,8,1565,5651996.0,0.0,7270
7270,39,1368,5653082.0,0.0,7271
7271,10,1133,5653112.0,0.0,7272
7272,46,1566,5653300.0,0.0,7273
7273,39,1414,5653650.0,0.0,7274
7274,43,1247,5653832.0,0.0,7275
7275,43,1247,5654315.0,0.0,7276
7276,43,991,5654446.0,0.0,7277
7277,43,1061,5654901.0,0.0,7278
7278,39,1367,5655104.0,0.0,7279
7279,8,1005,5655340.0,0.0,7280
7280,8,1340,5655890.0,0.0,7281
7281,46,1327,5656290.0,0.0,7282
7282,63,1107,5656328.0,0.0,7283
7283,63,1332,5656579.0,0.0,7284
7284,46,1065,5657060.0,0.0,7285
7285,63,1157,5657064.0,0.0,7286
7286,63,1359,5657365.0,0.0,7287
7287,63,1138,5657652.0,0.0,7288
7288,63,1386,5657962.0,0.0,7289
7289,63,1387,5658254.0,0.0,7290
7290,18,1190,5658979.0,0.0,7291
7291,18,1060,5660419.0,0.0,7292
7292,29,1182,5661666.0,0.0,7293
7293,18,1409,5662855.0,0.0,7294
7294,18,1038,5664132.0,0.0,7295
7295,12,1235,5664649.0,0.0,7296
7296,41,1557,5665046.0,0.0,7297
7297,12,1184,5665092.0,0.0,7298
7298,18,1519,5665148.0,0.0,7299
7299,12,1145,5665304.0,0.0,7300
7300,55,1567,5667231.0,0.0,7301
7301,41,1548,5670278.0,0.0,7302
7302,41,1514,5670498.0,0.0,7303
7303,65,1170,5671422.0,0.0,7304
7304,13,1394,5672119.0,0.0,7305
7305,13,991,5672359.0,0.0,7306
7306,13,1118,5672579.0,0.0,7307
7307,13,1061,5672819.0,0.0,7308
7308,13,1247,5673300.0,0.0,7309
7309,13,1141,5674412.0,0.0,7310
7310,17,1210,5676184.0,0.0,7311
7311,2,1028,5676282.0,0.0,7312
7312,12,1082,5680085.0,0.0,7313
7313,16,1307,5681195.0,0.0,7314
7314,18,1568,5681635.0,0.0,7315
7315,16,1309,5681794.0,0.0,7316
7316,16,1284,5682056.0,0.0,7317
7317,55,1189,5682261.0,0.0,7318
7318,16,1307,5682489.0,0.0,7319
7319,18,1139,5682833.0,0.0,7320
7320,18,1519,5683055.0,0.0,7321
7321,4,998,5683457.0,0.0,7322
7322,4,1175,5683964.0,0.0,7323
7323,8,1511,5684022.0,0.0,7324
7324,4,1104,5684770.0,0.0,7325
7325,4,1346,5685119.0,0.0,7326
7326,16,1350,5685773.0,0.0,7327
7327,71,1252,5686608.0,0.0,7328
7328,18,1051,5686825.0,0.0,7329
7329,18,1336,5686975.0,0.0,7330
7330,18,1090,5687216.0,0.0,7331
7331,4,1067,5687399.0,0.0,7332
7332,18,1051,5687577.0,0.0,7333
7333,18,1131,5687868.0,0.0,7334
7334,18,1336,5688109.0,0.0,7335
7335,32,1006,5688239.0,0.0,7336
7336,18,1257,5688349.0,0.0,7337
7337,18,1154,5688550.0,0.0,7338
7338,18,1034,5688741.0,0.0,7339
7339,18,1238,5688972.0,0.0,7340
7340,32,1010,5689569.0,0.0,7341
7341,39,1254,5690369.0,0.0,7342
7342,57,1439,5692044.0,0.0,7343
7343,63,1418,5692899.0,0.0,7344
7344,63,1515,5693110.0,0.0,7345
7345,39,1414,5693329.0,0.0,7346
7346,63,1530,5693343.0,0.0,7347
7347,8,1196,5694291.0,0.0,7348
7348,8,1189,5694516.0,0.0,7349
7349,7,1058,5694622.0,0.0,7350
7350,8,1194,5694753.0,0.0,7351
7351,8,1195,5694964.0,0.0,7352
7352,5,1023,5695515.0,0.0,7353
7353,18,1090,5696966.0,0.0,7354
7354,63,1107,5697197.0,0.0,7355
7355,52,1247,5697338.0,0.0,7356
7356,63,1332,5697448.0,0.0,7357
7357,5,1037,5697849.0,0.0,7358
7358,63,1157,5697932.0,0.0,7359
7359,69,1350,5698948.0,0.0,7360
7360,52,1247,5699266.0,0.0,7361
7361,52,1140,5699536.0,0.0,7362
7362,39,1414,5701271.0,0.0,7363
7363,69,1350,5701583.0,0.0,7364
7364,52,1140,5703930.0,0.0,7365
7365,52,1140,5704202.0,0.0,7366
7366,52,1402,5704382.0,0.0,7367
7367,52,1329,5704754.0,0.0,7368
7368,52,1401,5704945.0,0.0,7369
7369,52,1402,5705277.0,0.0,7370
7370,52,1140,5706075.0,0.0,7371
7371,52,1394,5707053.0,0.0,7372
7372,52,991,5708018.0,0.0,7373
7373,6,1038,5708039.0,0.0,7374
