source,destination,timestamp,state_label,comma_separated_list_of_features
51,351,2678616.0,0,0.0,0.0
51,351,2678828.0,0,0.0,0.0
51,176,2679091.0,0,0.0,0.0
51,378,2679383.0,0,0.0,0.0
51,157,2679533.0,0,0.0,0.0
51,157,2679814.0,0,0.0,0.0
51,405,2680385.0,0,0.0,0.0
51,405,2680725.0,0,0.0,0.0
51,406,2681016.0,0,0.0,0.0
51,291,2681296.0,0,0.0,0.0
10,108,2681374.0,0,0.0,0.0
51,291,2681607.0,0,0.0,0.0
51,499,2682329.0,0,0.0,0.0
10,226,2682726.0,0,0.0,0.0
5,415,2685728.0,0,0.0,0.0
10,211,2686826.0,0,0.0,0.0
32,115,2691505.0,0,0.0,0.0
32,195,2692675.0,0,0.0,0.0
32,189,2694644.0,0,0.0,0.0
51,240,2697261.0,0,0.0,0.0
52,412,2706524.0,0,0.0,0.0
52,303,2706849.0,0,0.0,0.0
8,352,2707122.0,0,0.0,0.0
1,467,2707793.0,0,0.0,0.0
52,275,2708472.0,0,0.0,0.0
57,203,2709028.0,0,0.0,0.0
57,106,2713231.0,0,0.0,0.0
57,115,2713495.0,0,0.0,0.0
40,344,2718267.0,0,0.0,0.0
40,501,2718457.0,0,0.0,0.0
40,517,2718617.0,0,0.0,0.0
45,272,2719112.0,0,0.0,0.0
45,48,2719835.0,0,0.0,0.0
45,449,2720039.0,0,0.0,0.0
45,47,2720307.0,0,0.0,0.0
10,164,2721573.0,0,0.0,0.0
11,493,2721708.0,0,0.0,0.0
10,345,2721996.0,0,0.0,0.0
11,493,2722050.0,0,0.0,0.0
10,83,2722418.0,0,0.0,0.0
9,490,2723428.0,0,0.0,0.0
17,79,2723550.0,0,0.0,0.0
35,287,2724742.0,0,0.0,0.0
5,318,2725255.0,0,0.0,0.0
11,70,2725911.0,0,0.0,0.0
11,472,2727234.0,0,0.0,0.0
11,96,2727396.0,0,0.0,0.0
59,473,2728981.0,0,0.0,0.0
11,117,2729428.0,0,0.0,0.0
30,308,2729551.0,0,0.0,0.0
30,308,2733864.0,0,0.0,0.0
60,432,2734823.0,0,0.0,0.0
12,42,2735310.0,0,0.0,0.0
30,460,2737326.0,0,0.0,0.0
30,192,2737566.0,0,0.0,0.0
1,69,2829182.0,0,0.0,0.0
22,254,2829341.0,0,0.0,0.0
40,117,2830900.0,0,0.0,0.0
22,172,2834190.0,0,0.0,0.0
27,500,2835455.0,0,0.0,0.0
4,280,2836268.0,0,0.0,0.0
20,301,2836407.0,0,0.0,0.0
1,69,2836861.0,0,0.0,0.0
20,54,2837110.0,0,0.0,0.0
1,69,2837208.0,0,0.0,0.0
20,131,2837376.0,0,0.0,0.0
22,110,2838026.0,0,0.0,0.0
22,449,2838619.0,0,0.0,0.0
20,140,2838675.0,0,0.0,0.0
20,433,2838978.0,0,0.0,0.0
20,425,2839295.0,0,0.0,0.0
22,461,2839473.0,0,0.0,0.0
20,480,2839550.0,0,0.0,0.0
51,351,2840043.0,0,0.0,0.0
4,312,2840170.0,0,0.0,0.0
20,301,2840599.0,0,0.0,0.0
16,139,2840932.0,0,0.0,0.0
51,126,2841035.0,0,0.0,0.0
51,351,2841456.0,0,0.0,0.0
16,293,2841507.0,0,0.0,0.0
51,176,2841716.0,0,0.0,0.0
51,378,2842017.0,0,0.0,0.0
51,157,2842167.0,0,0.0,0.0
51,157,2842448.0,0,0.0,0.0
4,482,2842950.0,0,0.0,0.0
51,405,2843008.0,0,0.0,0.0
51,405,2843349.0,0,0.0,0.0
1,69,2843512.0,0,0.0,0.0
51,406,2843649.0,0,0.0,0.0
1,69,2843846.0,0,0.0,0.0
51,291,2843920.0,0,0.0,0.0
27,314,2844194.0,0,0.0,0.0
1,69,2844203.0,0,0.0,0.0
51,291,2844230.0,0,0.0,0.0
25,43,2844250.0,0,0.0,0.0
27,232,2844454.0,0,0.0,0.0
27,97,2844804.0,0,0.0,0.0
27,31,2845134.0,0,0.0,0.0
25,452,2845214.0,0,0.0,0.0
1,364,2846566.0,0,0.0,0.0
32,167,2846573.0,0,0.0,0.0
1,13,2846827.0,0,0.0,0.0
1,14,2847127.0,0,0.0,0.0
1,15,2847407.0,0,0.0,0.0
1,16,2847689.0,0,0.0,0.0
17,79,2847880.0,0,0.0,0.0
1,18,2847934.0,0,0.0,0.0
1,1,2848208.0,0,0.0,0.0
32,274,2848435.0,0,0.0,0.0
1,2,2848460.0,0,0.0,0.0
29,520,2848486.0,0,0.0,0.0
1,4,2848675.0,0,0.0,0.0
4,369,2848702.0,0,0.0,0.0
51,406,2848778.0,0,0.0,0.0
1,5,2848882.0,0,0.0,0.0
51,126,2849249.0,0,0.0,0.0
51,138,2850110.0,0,0.0,0.0
51,499,2850420.0,0,0.0,0.0
23,266,2851531.0,0,0.0,0.0
20,480,2851533.0,0,0.0,0.0
51,351,2851902.0,0,0.0,0.0
32,264,2852203.0,0,0.0,0.0
51,89,2852273.0,0,0.0,0.0
20,425,2852542.0,0,0.0,0.0
20,140,2853493.0,0,0.0,0.0
4,193,2854183.0,0,0.0,0.0
51,241,2856734.0,0,0.0,0.0
51,242,2862626.0,0,0.0,0.0
51,240,2862947.0,0,0.0,0.0
51,128,2863267.0,0,0.0,0.0
14,52,2865460.0,0,0.0,0.0
1,69,2866184.0,0,0.0,0.0
17,398,2868479.0,0,0.0,0.0
17,158,2869158.0,0,0.0,0.0
17,57,2870969.0,0,0.0,0.0
17,398,2873727.0,0,0.0,0.0
17,158,2874397.0,0,0.0,0.0
47,517,2874717.0,0,0.0,0.0
17,57,2876210.0,0,0.0,0.0
17,398,2878976.0,0,0.0,0.0
17,158,2879644.0,0,0.0,0.0
17,57,2881457.0,0,0.0,0.0
5,516,2882369.0,0,0.0,0.0
1,69,2883834.0,0,0.0,0.0
1,69,2884041.0,0,0.0,0.0
17,398,2884212.0,0,0.0,0.0
1,19,2884363.0,0,0.0,0.0
1,69,2884527.0,0,0.0,0.0
47,517,2884674.0,0,0.0,0.0
1,69,2884787.0,0,0.0,0.0
17,158,2884892.0,0,0.0,0.0
47,92,2885957.0,0,0.0,0.0
17,57,2886707.0,0,0.0,0.0
59,286,2888016.0,0,0.0,0.0
52,54,2889191.0,0,0.0,0.0
17,398,2889461.0,0,0.0,0.0
17,158,2890140.0,0,0.0,0.0
30,460,2894865.0,0,0.0,0.0
30,192,2895085.0,0,0.0,0.0
25,460,2895101.0,0,0.0,0.0
3,274,2900653.0,0,0.0,0.0
5,408,2902824.0,0,0.0,0.0
42,44,2906244.0,0,0.0,0.0
42,138,2906749.0,0,0.0,0.0
42,128,2907029.0,0,0.0,0.0
42,143,2907313.0,0,0.0,0.0
42,144,2907535.0,0,0.0,0.0
42,145,2907736.0,0,0.0,0.0
42,147,2908047.0,0,0.0,0.0
42,148,2908350.0,0,0.0,0.0
42,149,2908641.0,0,0.0,0.0
42,450,2908952.0,0,0.0,0.0
10,115,2909670.0,0,0.0,0.0
32,136,2913091.0,0,0.0,0.0
10,264,2913112.0,0,0.0,0.0
32,326,2914616.0,0,0.0,0.0
17,398,2915297.0,0,0.0,0.0
27,134,2916205.0,0,0.0,0.0
1,252,2918889.0,0,0.0,0.0
32,278,2922334.0,0,0.0,0.0
51,128,2922551.0,0,0.0,0.0
20,472,2922650.0,0,0.0,0.0
20,471,2923323.0,0,0.0,0.0
32,330,2924329.0,0,0.0,0.0
51,126,2925427.0,0,0.0,0.0
51,126,2925758.0,0,0.0,0.0
17,398,2925785.0,0,0.0,0.0
20,391,2925985.0,0,0.0,0.0
51,351,2926180.0,0,0.0,0.0
20,28,2927107.0,0,0.0,0.0
17,158,2927157.0,0,0.0,0.0
20,29,2927542.0,0,0.0,0.0
20,28,2928110.0,0,0.0,0.0
20,29,2928315.0,0,0.0,0.0
20,25,2928914.0,0,0.0,0.0
20,497,2929149.0,0,0.0,0.0
20,497,2929389.0,0,0.0,0.0
32,163,2930220.0,0,0.0,0.0
22,24,2932737.0,0,0.0,0.0
22,106,2934010.0,0,0.0,0.0
32,454,2934096.0,0,0.0,0.0
32,57,2936499.0,0,0.0,0.0
17,158,2937187.0,0,0.0,0.0
23,118,2937480.0,0,0.0,0.0
20,291,2937826.0,0,0.0,0.0
17,209,2938004.0,0,0.0,0.0
23,125,2938168.0,0,0.0,0.0
6,297,2938252.0,0,0.0,0.0
6,23,2938462.0,0,0.0,0.0
20,44,2938875.0,0,0.0,0.0
20,138,2939668.0,0,0.0,0.0
22,449,2939874.0,0,0.0,0.0
20,128,2939951.0,0,0.0,0.0
1,69,2941790.0,0,0.0,0.0
1,69,2942173.0,0,0.0,0.0
1,69,2943006.0,0,0.0,0.0
1,69,2943367.0,0,0.0,0.0
1,69,2943774.0,0,0.0,0.0
1,69,2943972.0,0,0.0,0.0
1,69,2944961.0,0,0.0,0.0
1,117,2945511.0,0,0.0,0.0
1,73,2945753.0,0,0.0,0.0
4,66,2948982.0,0,0.0,0.0
61,521,2951552.0,0,0.0,0.0
46,56,2952470.0,0,0.0,0.0
17,158,2953766.0,0,0.0,0.0
4,43,2953906.0,0,0.0,0.0
17,57,2954471.0,0,0.0,0.0
4,522,2955477.0,0,0.0,0.0
32,46,2957333.0,0,0.0,0.0
32,324,2958675.0,0,0.0,0.0
14,52,2959783.0,0,0.0,0.0
14,63,2960073.0,0,0.0,0.0
17,158,2961624.0,0,0.0,0.0
17,57,2962329.0,0,0.0,0.0
1,114,2968687.0,0,0.0,0.0
1,22,2968992.0,0,0.0,0.0
1,342,2969576.0,0,0.0,0.0
1,19,2969921.0,0,0.0,0.0
1,114,2970175.0,0,0.0,0.0
1,521,2971194.0,0,0.0,0.0
20,380,2972020.0,0,0.0,0.0
17,158,2977364.0,0,0.0,0.0
17,57,2978073.0,0,0.0,0.0
17,158,2985230.0,0,0.0,0.0
17,57,2985939.0,0,0.0,0.0
28,100,2986300.0,0,0.0,0.0
20,275,2988480.0,0,0.0,0.0
40,344,2989073.0,0,0.0,0.0
30,460,2989315.0,0,0.0,0.0
3,75,2991694.0,0,0.0,0.0
3,86,2992196.0,0,0.0,0.0
52,275,2992710.0,0,0.0,0.0
3,199,2993832.0,0,0.0,0.0
48,126,2995096.0,0,0.0,0.0
48,351,2995357.0,0,0.0,0.0
48,176,2995617.0,0,0.0,0.0
3,399,2995804.0,0,0.0,0.0
17,79,2996370.0,0,0.0,0.0
2,499,2996786.0,0,0.0,0.0
3,343,2996958.0,0,0.0,0.0
51,126,2997704.0,0,0.0,0.0
17,158,2997972.0,0,0.0,0.0
3,465,2998959.0,0,0.0,0.0
3,12,2999866.0,0,0.0,0.0
3,364,3001518.0,0,0.0,0.0
3,366,3001776.0,0,0.0,0.0
6,292,3002241.0,0,0.0,0.0
1,125,3002417.0,0,0.0,0.0
47,517,3003541.0,0,0.0,0.0
29,191,3004606.0,0,0.0,0.0
3,221,3005581.0,0,0.0,0.0
3,134,3006208.0,0,0.0,0.0
59,523,3007277.0,0,0.0,0.0
1,521,3008177.0,0,0.0,0.0
59,368,3009428.0,0,0.0,0.0
3,187,3009474.0,0,0.0,0.0
3,418,3010137.0,0,0.0,0.0
4,56,3010364.0,0,0.0,0.0
25,506,3010590.0,0,0.0,0.0
20,416,3010724.0,0,0.0,0.0
1,125,3010781.0,0,0.0,0.0
20,24,3012015.0,0,0.0,0.0
42,235,3015661.0,0,0.0,0.0
42,227,3015962.0,0,0.0,0.0
42,232,3016294.0,0,0.0,0.0
53,155,3016505.0,0,0.0,0.0
42,234,3016627.0,0,0.0,0.0
53,50,3016775.0,0,0.0,0.0
53,68,3017053.0,0,0.0,0.0
42,231,3017159.0,0,0.0,0.0
53,284,3017477.0,0,0.0,0.0
42,230,3017634.0,0,0.0,0.0
53,50,3017727.0,0,0.0,0.0
42,229,3017815.0,0,0.0,0.0
53,68,3017997.0,0,0.0,0.0
42,221,3018077.0,0,0.0,0.0
53,237,3018259.0,0,0.0,0.0
42,146,3018329.0,0,0.0,0.0
53,63,3018539.0,0,0.0,0.0
42,61,3018571.0,0,0.0,0.0
29,253,3019496.0,0,0.0,0.0
17,209,3023798.0,0,0.0,0.0
51,240,3025335.0,0,0.0,0.0
51,291,3026616.0,0,0.0,0.0
58,304,3026801.0,0,0.0,0.0
32,419,3027692.0,0,0.0,0.0
58,493,3027942.0,0,0.0,0.0
32,337,3028025.0,0,0.0,0.0
51,138,3028449.0,0,0.0,0.0
51,405,3029950.0,0,0.0,0.0
51,291,3030681.0,0,0.0,0.0
55,141,3030960.0,0,0.0,0.0
5,114,3031147.0,0,0.0,0.0
51,176,3031683.0,0,0.0,0.0
51,406,3032685.0,0,0.0,0.0
51,242,3032965.0,0,0.0,0.0
51,157,3033285.0,0,0.0,0.0
51,351,3034307.0,0,0.0,0.0
51,499,3035290.0,0,0.0,0.0
4,80,3035940.0,0,0.0,0.0
4,40,3037780.0,0,0.0,0.0
17,158,3038548.0,0,0.0,0.0
2,499,3038628.0,0,0.0,0.0
51,430,3039009.0,0,0.0,0.0
4,228,3040111.0,0,0.0,0.0
4,178,3040431.0,0,0.0,0.0
51,413,3041622.0,0,0.0,0.0
1,521,3042463.0,0,0.0,0.0
1,521,3045001.0,0,0.0,0.0
4,369,3049447.0,0,0.0,0.0
1,114,3050762.0,0,0.0,0.0
1,22,3051065.0,0,0.0,0.0
4,80,3051189.0,0,0.0,0.0
1,382,3051402.0,0,0.0,0.0
1,139,3051641.0,0,0.0,0.0
1,140,3051856.0,0,0.0,0.0
1,425,3052964.0,0,0.0,0.0
4,280,3054473.0,0,0.0,0.0
4,52,3063724.0,0,0.0,0.0
45,93,3066948.0,0,0.0,0.0
22,215,3067200.0,0,0.0,0.0
45,172,3067423.0,0,0.0,0.0
22,208,3067521.0,0,0.0,0.0
22,214,3067883.0,0,0.0,0.0
45,76,3068013.0,0,0.0,0.0
22,210,3068361.0,0,0.0,0.0
11,472,3068976.0,0,0.0,0.0
45,524,3069020.0,0,0.0,0.0
11,96,3069137.0,0,0.0,0.0
11,320,3069328.0,0,0.0,0.0
45,275,3070545.0,0,0.0,0.0
45,212,3070781.0,0,0.0,0.0
22,110,3071425.0,0,0.0,0.0
40,344,3071857.0,0,0.0,0.0
11,394,3072315.0,0,0.0,0.0
11,427,3072814.0,0,0.0,0.0
35,317,3079135.0,0,0.0,0.0
40,346,3080567.0,0,0.0,0.0
47,517,3083673.0,0,0.0,0.0
9,43,3085074.0,0,0.0,0.0
4,132,3085408.0,0,0.0,0.0
57,217,3086003.0,0,0.0,0.0
40,210,3086452.0,0,0.0,0.0
9,525,3086588.0,0,0.0,0.0
1,114,3086991.0,0,0.0,0.0
9,452,3087046.0,0,0.0,0.0
45,441,3087136.0,0,0.0,0.0
1,22,3087296.0,0,0.0,0.0
9,119,3087475.0,0,0.0,0.0
1,342,3087880.0,0,0.0,0.0
1,205,3088152.0,0,0.0,0.0
1,364,3088387.0,0,0.0,0.0
4,50,3089157.0,0,0.0,0.0
20,134,3091603.0,0,0.0,0.0
20,507,3091830.0,0,0.0,0.0
52,451,3092093.0,0,0.0,0.0
52,303,3093058.0,0,0.0,0.0
40,344,3095094.0,0,0.0,0.0
13,526,3095145.0,0,0.0,0.0
59,199,3095460.0,0,0.0,0.0
1,69,3095717.0,0,0.0,0.0
3,357,3096371.0,0,0.0,0.0
3,457,3096583.0,0,0.0,0.0
59,357,3096996.0,0,0.0,0.0
3,385,3097881.0,0,0.0,0.0
3,338,3098153.0,0,0.0,0.0
3,331,3098364.0,0,0.0,0.0
3,357,3098910.0,0,0.0,0.0
59,465,3100003.0,0,0.0,0.0
0,75,3100026.0,0,0.0,0.0
0,0,3100270.0,0,0.0,0.0
52,527,3101239.0,0,0.0,0.0
0,290,3101275.0,0,0.0,0.0
0,250,3101537.0,0,0.0,0.0
0,155,3101859.0,0,0.0,0.0
0,50,3102130.0,0,0.0,0.0
53,528,3102331.0,0,0.0,0.0
0,68,3102390.0,0,0.0,0.0
53,529,3102562.0,0,0.0,0.0
0,285,3102976.0,0,0.0,0.0
0,187,3103289.0,0,0.0,0.0
0,279,3103515.0,0,0.0,0.0
0,263,3103727.0,0,0.0,0.0
55,240,3103841.0,0,0.0,0.0
0,281,3103959.0,0,0.0,0.0
53,529,3104109.0,0,0.0,0.0
0,172,3104147.0,0,0.0,0.0
17,303,3104159.0,0,0.0,0.0
0,282,3104341.0,0,0.0,0.0
4,219,3104760.0,0,0.0,0.0
22,215,3104804.0,0,0.0,0.0
0,319,3104847.0,0,0.0,0.0
55,241,3104966.0,0,0.0,0.0
22,208,3105035.0,0,0.0,0.0
0,325,3105134.0,0,0.0,0.0
51,285,3105172.0,0,0.0,0.0
22,213,3105275.0,0,0.0,0.0
55,242,3105277.0,0,0.0,0.0
22,214,3105486.0,0,0.0,0.0
59,473,3105554.0,0,0.0,0.0
51,319,3105662.0,0,0.0,0.0
22,210,3105958.0,0,0.0,0.0
55,239,3106108.0,0,0.0,0.0
51,409,3106769.0,0,0.0,0.0
4,37,3107141.0,0,0.0,0.0
51,405,3107771.0,0,0.0,0.0
51,405,3108112.0,0,0.0,0.0
53,25,3108220.0,0,0.0,0.0
53,27,3109118.0,0,0.0,0.0
53,29,3110008.0,0,0.0,0.0
52,109,3112173.0,0,0.0,0.0
51,283,3112749.0,0,0.0,0.0
0,73,3112805.0,0,0.0,0.0
52,530,3112954.0,0,0.0,0.0
17,158,3112968.0,0,0.0,0.0
59,520,3115675.0,0,0.0,0.0
17,398,3115936.0,0,0.0,0.0
51,263,3116183.0,0,0.0,0.0
0,19,3116524.0,0,0.0,0.0
52,349,3116529.0,0,0.0,0.0
0,139,3116722.0,0,0.0,0.0
52,316,3116770.0,0,0.0,0.0
0,114,3116947.0,0,0.0,0.0
51,364,3116964.0,0,0.0,0.0
0,274,3117205.0,0,0.0,0.0
17,158,3117330.0,0,0.0,0.0
2,499,3117507.0,0,0.0,0.0
51,264,3117534.0,0,0.0,0.0
51,89,3118625.0,0,0.0,0.0
58,304,3119296.0,0,0.0,0.0
52,412,3119574.0,0,0.0,0.0
5,65,3120848.0,0,0.0,0.0
52,150,3120976.0,0,0.0,0.0
52,307,3121667.0,0,0.0,0.0
52,275,3122798.0,0,0.0,0.0
51,45,3122928.0,0,0.0,0.0
59,30,3123876.0,0,0.0,0.0
14,243,3123944.0,0,0.0,0.0
51,50,3125004.0,0,0.0,0.0
51,180,3125695.0,0,0.0,0.0
51,180,3126276.0,0,0.0,0.0
4,39,3126465.0,0,0.0,0.0
1,69,3129393.0,0,0.0,0.0
1,69,3129825.0,0,0.0,0.0
52,524,3130219.0,0,0.0,0.0
0,72,3130634.0,0,0.0,0.0
0,66,3130964.0,0,0.0,0.0
52,83,3135767.0,0,0.0,0.0
52,275,3136548.0,0,0.0,0.0
8,167,3138038.0,0,0.0,0.0
4,28,3141053.0,0,0.0,0.0
4,197,3142603.0,0,0.0,0.0
45,129,3144240.0,0,0.0,0.0
17,158,3144573.0,0,0.0,0.0
45,130,3144790.0,0,0.0,0.0
4,40,3145183.0,0,0.0,0.0
45,131,3145305.0,0,0.0,0.0
4,77,3148288.0,0,0.0,0.0
40,344,3148545.0,0,0.0,0.0
9,152,3148797.0,0,0.0,0.0
40,501,3148885.0,0,0.0,0.0
40,517,3149035.0,0,0.0,0.0
45,43,3149760.0,0,0.0,0.0
40,88,3150196.0,0,0.0,0.0
29,520,3151124.0,0,0.0,0.0
4,236,3153032.0,0,0.0,0.0
52,303,3153205.0,0,0.0,0.0
45,61,3153771.0,0,0.0,0.0
42,93,3155838.0,0,0.0,0.0
52,150,3156527.0,0,0.0,0.0
42,93,3157438.0,0,0.0,0.0
4,228,3161804.0,0,0.0,0.0
45,21,3162133.0,0,0.0,0.0
27,403,3163747.0,0,0.0,0.0
40,88,3168276.0,0,0.0,0.0
9,217,3168570.0,0,0.0,0.0
58,493,3168911.0,0,0.0,0.0
9,432,3169166.0,0,0.0,0.0
45,442,3170019.0,0,0.0,0.0
59,188,3170602.0,0,0.0,0.0
40,29,3170848.0,0,0.0,0.0
4,37,3171256.0,0,0.0,0.0
16,212,3171822.0,0,0.0,0.0
61,521,3171835.0,0,0.0,0.0
40,217,3175256.0,0,0.0,0.0
40,344,3177233.0,0,0.0,0.0
20,88,3178380.0,0,0.0,0.0
1,114,3179636.0,0,0.0,0.0
0,28,3179719.0,0,0.0,0.0
1,22,3179939.0,0,0.0,0.0
0,29,3180094.0,0,0.0,0.0
0,27,3180281.0,0,0.0,0.0
20,126,3180467.0,0,0.0,0.0
0,25,3180496.0,0,0.0,0.0
1,342,3180522.0,0,0.0,0.0
1,205,3180793.0,0,0.0,0.0
1,382,3181362.0,0,0.0,0.0
40,344,3181525.0,0,0.0,0.0
1,139,3181603.0,0,0.0,0.0
1,140,3181817.0,0,0.0,0.0
1,19,3182638.0,0,0.0,0.0
1,425,3182905.0,0,0.0,0.0
20,126,3185094.0,0,0.0,0.0
20,230,3185579.0,0,0.0,0.0
1,343,3185611.0,0,0.0,0.0
1,114,3185909.0,0,0.0,0.0
20,291,3186032.0,0,0.0,0.0
1,139,3186281.0,0,0.0,0.0
20,149,3186373.0,0,0.0,0.0
1,140,3186495.0,0,0.0,0.0
20,145,3186675.0,0,0.0,0.0
46,309,3186815.0,0,0.0,0.0
46,309,3186968.0,0,0.0,0.0
20,98,3187013.0,0,0.0,0.0
20,144,3187316.0,0,0.0,0.0
20,31,3187549.0,0,0.0,0.0
20,148,3188022.0,0,0.0,0.0
48,531,3189663.0,0,0.0,0.0
29,532,3191797.0,0,0.0,0.0
22,214,3192134.0,0,0.0,0.0
17,158,3192742.0,0,0.0,0.0
22,110,3192994.0,0,0.0,0.0
22,449,3193345.0,0,0.0,0.0
29,455,3194319.0,0,0.0,0.0
17,398,3194734.0,0,0.0,0.0
40,533,3198004.0,0,0.0,0.0
1,114,3201373.0,0,0.0,0.0
1,22,3201677.0,0,0.0,0.0
1,342,3202261.0,0,0.0,0.0
1,205,3202532.0,0,0.0,0.0
1,139,3202711.0,0,0.0,0.0
1,140,3202925.0,0,0.0,0.0
1,19,3203744.0,0,0.0,0.0
1,425,3204011.0,0,0.0,0.0
32,303,3211141.0,0,0.0,0.0
51,265,3213354.0,0,0.0,0.0
1,73,3213895.0,0,0.0,0.0
51,137,3214045.0,0,0.0,0.0
51,138,3214738.0,0,0.0,0.0
51,284,3215444.0,0,0.0,0.0
51,499,3216657.0,0,0.0,0.0
3,365,3221508.0,0,0.0,0.0
3,123,3221880.0,0,0.0,0.0
40,29,3231160.0,0,0.0,0.0
40,433,3231980.0,0,0.0,0.0
47,92,3232083.0,0,0.0,0.0
55,141,3232489.0,0,0.0,0.0
40,28,3232980.0,0,0.0,0.0
27,507,3234332.0,0,0.0,0.0
40,386,3234641.0,0,0.0,0.0
12,0,3234814.0,0,0.0,0.0
12,106,3235045.0,0,0.0,0.0
12,75,3235265.0,0,0.0,0.0
27,69,3235313.0,0,0.0,0.0
12,115,3235486.0,0,0.0,0.0
12,76,3235746.0,0,0.0,0.0
12,273,3235986.0,0,0.0,0.0
12,265,3236207.0,0,0.0,0.0
12,289,3236747.0,0,0.0,0.0
12,290,3237378.0,0,0.0,0.0
12,74,3237718.0,0,0.0,0.0
12,0,3238358.0,0,0.0,0.0
12,106,3238588.0,0,0.0,0.0
12,75,3238808.0,0,0.0,0.0
12,115,3239029.0,0,0.0,0.0
12,76,3239289.0,0,0.0,0.0
12,273,3239529.0,0,0.0,0.0
12,265,3239749.0,0,0.0,0.0
12,289,3240380.0,0,0.0,0.0
12,290,3240650.0,0,0.0,0.0
45,44,3240949.0,0,0.0,0.0
47,44,3240981.0,0,0.0,0.0
9,437,3241209.0,0,0.0,0.0
47,142,3241233.0,0,0.0,0.0
9,151,3242445.0,0,0.0,0.0
9,232,3243258.0,0,0.0,0.0
9,534,3244140.0,0,0.0,0.0
47,112,3244583.0,0,0.0,0.0
9,286,3244836.0,0,0.0,0.0
17,209,3245903.0,0,0.0,0.0
9,340,3246289.0,0,0.0,0.0
9,317,3247124.0,0,0.0,0.0
17,57,3247501.0,0,0.0,0.0
12,74,3248119.0,0,0.0,0.0
12,535,3248359.0,0,0.0,0.0
12,294,3248619.0,0,0.0,0.0
12,216,3248870.0,0,0.0,0.0
12,177,3249140.0,0,0.0,0.0
12,536,3249350.0,0,0.0,0.0
9,460,3249577.0,0,0.0,0.0
47,44,3251805.0,0,0.0,0.0
47,145,3251996.0,0,0.0,0.0
12,181,3253052.0,0,0.0,0.0
12,537,3253262.0,0,0.0,0.0
9,30,3254188.0,0,0.0,0.0
9,423,3254332.0,0,0.0,0.0
12,370,3254473.0,0,0.0,0.0
40,180,3254957.0,0,0.0,0.0
12,363,3255594.0,0,0.0,0.0
12,105,3256514.0,0,0.0,0.0
3,86,3260424.0,0,0.0,0.0
48,263,3263270.0,0,0.0,0.0
9,262,3263355.0,0,0.0,0.0
40,344,3265559.0,0,0.0,0.0
40,344,3266334.0,0,0.0,0.0
47,92,3267326.0,0,0.0,0.0
17,538,3267405.0,0,0.0,0.0
31,539,3269407.0,0,0.0,0.0
20,29,3270922.0,0,0.0,0.0
20,28,3271419.0,0,0.0,0.0
17,538,3271828.0,0,0.0,0.0
4,56,3271832.0,0,0.0,0.0
20,430,3272114.0,0,0.0,0.0
20,126,3273215.0,0,0.0,0.0
20,351,3273467.0,0,0.0,0.0
17,79,3274255.0,0,0.0,0.0
20,378,3274430.0,0,0.0,0.0
20,157,3274717.0,0,0.0,0.0
40,344,3274862.0,0,0.0,0.0
20,176,3275027.0,0,0.0,0.0
40,180,3275243.0,0,0.0,0.0
20,291,3275347.0,0,0.0,0.0
27,420,3278358.0,0,0.0,0.0
6,79,3278818.0,0,0.0,0.0
27,421,3279138.0,0,0.0,0.0
62,142,3279348.0,0,0.0,0.0
27,327,3280438.0,0,0.0,0.0
27,159,3280968.0,0,0.0,0.0
27,348,3281588.0,0,0.0,0.0
29,473,3281853.0,0,0.0,0.0
62,126,3282226.0,0,0.0,0.0
29,473,3283095.0,0,0.0,0.0
27,19,3283639.0,0,0.0,0.0
53,57,3284230.0,0,0.0,0.0
27,140,3284459.0,0,0.0,0.0
4,56,3284540.0,0,0.0,0.0
17,134,3285218.0,0,0.0,0.0
27,425,3285299.0,0,0.0,0.0
27,139,3285499.0,0,0.0,0.0
27,139,3286079.0,0,0.0,0.0
27,140,3286289.0,0,0.0,0.0
62,227,3286961.0,0,0.0,0.0
2,25,3287072.0,0,0.0,0.0
17,458,3287186.0,0,0.0,0.0
62,232,3287297.0,0,0.0,0.0
62,234,3287625.0,0,0.0,0.0
17,538,3287635.0,0,0.0,0.0
46,297,3287786.0,0,0.0,0.0
62,116,3287893.0,0,0.0,0.0
62,155,3288175.0,0,0.0,0.0
62,50,3288452.0,0,0.0,0.0
62,68,3288718.0,0,0.0,0.0
17,209,3289090.0,0,0.0,0.0
51,180,3289291.0,0,0.0,0.0
53,57,3289575.0,0,0.0,0.0
51,180,3290272.0,0,0.0,0.0
62,165,3290933.0,0,0.0,0.0
62,425,3291230.0,0,0.0,0.0
62,19,3291501.0,0,0.0,0.0
51,180,3291615.0,0,0.0,0.0
51,180,3292968.0,0,0.0,0.0
17,79,3294172.0,0,0.0,0.0
51,180,3294310.0,0,0.0,0.0
62,78,3294597.0,0,0.0,0.0
17,158,3294726.0,0,0.0,0.0
51,180,3295663.0,0,0.0,0.0
32,329,3295670.0,0,0.0,0.0
31,540,3296401.0,0,0.0,0.0
51,180,3297005.0,0,0.0,0.0
51,180,3298357.0,0,0.0,0.0
17,458,3299049.0,0,0.0,0.0
51,180,3299701.0,0,0.0,0.0
51,180,3300464.0,0,0.0,0.0
51,180,3301815.0,0,0.0,0.0
14,52,3305942.0,0,0.0,0.0
14,63,3306231.0,0,0.0,0.0
3,298,3307025.0,0,0.0,0.0
